ID	Species	ncRNA	ncRNA type	Environmental factor (EF)	Phenotype	Sample	Condition of EF	Evidence	PubMed ID
149	Mouse	mmu-miR-1	miRNA	heat stress	ischemia/reperfusion (I/R) injury	the hearts and livers tissue cells	heat-shock (HS)	"Mice subjected to cytoprotective heat-shock (HS) showed a significant increase of miRNA-1, miRNA-21 and miRNA-24 in the heart."	19041309
150	Mouse	mmu-miR-1	miRNA	IFN-¦Â	autophagy	mouse cortical neurons	IFN-¦Â treatment	upregulated	31799933
151	Mouse	mmu-miR-1	miRNA	2-acetyl-5-tetrahydroxybutyl imidazole (THI)	breast cancer	C2C12 cells	2-acetyl-5-tetrahydroxybutyl imidazole (THI) treatment	upregulated	24077965
152	Mouse	mmu-miR-1	miRNA	sphingosine-1-phosphate (S1P)	breast cancer	C2C12 cells	sphingosine-1-phosphate (S1P) treatment	upregulated	24077965
153	Mouse	mmu-miR-1	miRNA	metformin (Met)	cardiac conduction delay	cardiomyocytes; heart tissues	metformin (Met) treatment	Met can noticeably inhibit miR-1 upregulation.	32450177
154	Mouse	mmu-miR-1	miRNA	doxorubicin (DOX)	cardiotoxicity	BALB/c mice injected C-26 tumor cells	doxorubicin treatment	upregulated	28560697
155	Mouse	mmu-miR-1	miRNA	oxygen-glucose deprivation and reoxygenation (OGD/R)	cerebral palsy	N2A neurons	oxygen-glucose deprivation and reoxygenation (OGD/R) treatment	upregulated	31500509
156	Mouse	mmu-miR-1	miRNA	tamoxifen (TAM)	chronic pain	dorsal root ganglion (DRG) neurons	completed tamoxifen treatment	downregulated	27346077
157	Mouse	mmu-miR-1	miRNA	bortezomib	congenital muscular dystrophy	dy(3K)/dy(3K) mice	bortezomib? treatment	downregulated	24631023
158	Mouse	mmu-miR-1	miRNA	streptozocin (STZ)	diabetes mellitus (DM)	hearts of diabetic mice	streptozotocin (STZ) treatment	downregulated	21584493
159	Mouse	mmu-miR-1	miRNA	streptozocin (STZ)	diabetes mellitus (DM)	CD1 mice of both genders	streptozocin (STZ) treatment	upregulated	24685144
160	Mouse	mmu-miR-1	miRNA	lycium barbarum polysaccharide (LBP)	heart failure (HF)	neonatal rat ventricular cardiomyocytes (NRVCs)	lycium barbarum polysaccharides (LBPs) treatment	LBPs significantly reduced the expression of myocardial miR-1.	30117672
161	Mouse	mmu-miR-1	miRNA	AICAR	hypertrophy	C2C12 cells	were incubat AMPK activator 5-aminoimidazole-4- carboxamide-1-_x0003-D-ribonucleoside treatment	upregulated	24347059
162	Mouse	mmu-miR-1	miRNA	hypoxia	hypoxic pulmonary hypertension (HPH)	mouse lung tissues	hypoxia treatment	downregulated in mouse lung tissues	29167124
163	Mouse	mmu-miR-1	miRNA	synthetic Sulfonyl-Hydrazone-1	iPSC-derived cardiac differentiation	Murine fibroblast-derived iPSCs	Synthetic Sulfonyl-Hydrazone-1 treatment	"small chemical compounds, such as SHZ, can constitute a novel and clinically feasible strategy to improve iPSC-derived cardiac differentiation"	21445862
164	Mouse	mmu-miR-1	miRNA	ischemia	ischemia/reperfusion (I/R) injury	cerebral cortex and hippocampus	Ischemic preconditioning and ischemic postconditioning (IPostC) treatment	downregulated	27485299
165	Mouse	mmu-miR-1	miRNA	botulinum toxin A (BTXA)	muscle atrophy	quadriceps muscle	botulinum toxin A (BTXA) treatment	downregulated	30427927
166	Mouse	mmu-miR-1	miRNA	dexamethasone (DEX)	muscle atrophy	Murine C2C12 myoblast cells	dexamethasone (DEX) treatment	upregulated	23716137
167	Mouse	mmu-miR-1	miRNA	prolonged aerobic exercise	muscle hypertrophy	plasma	"impact of extended-duration, submaximal aerobic exercise treatment"	upregulated	24436293
168	Mouse	mmu-miR-1	miRNA	heme oxygenase-1 (HMOX1)	myoblast differentiation	C2C12 cells	Heme oxygenase-1 (HMOX1) treatment	downregulated	21827279
169	Mouse	mmu-miR-1	miRNA	Soluble epoxide hydrolase inhibitors (sEHIs)	myocardial infarction (MI)	MI mouse ischemic myocaridum	"sEHI t-AUCB (0.2, 1, 5 mg/L in drinking-water) was administered daily seven days before MI treatment"	downregulated in ischemic myocaridum	29212255
170	Mouse	mmu-miR-1	miRNA	ischemia	myocardial ischaemic injury	mouse cardiomyocytes	ischemic pre-conditioning (IPC) treatment	"IPC-induced miRNAs trigger cardioprotection similar to the delayed phase of IPC, possibly through upregulating eNOS, HSP70, and the HSP70 transcription factor HSF-1."	19213952
171	Mouse	mmu-miR-1	miRNA	sciatic nerve partial ligation	pain	mouse dorsal root ganglion (DRG)	sciatic nerve partial ligation therapy treatment	downregulated	21385380
172	Mouse	mmu-miR-1	miRNA	hypoxia	pulmonary arterial hypertension (PAH)	mouse lung tissues	hypoxia induce	downregulated	29167124
173	Mouse	mmu-miR-1	miRNA	cyclopamine	regulating the activity of Shh signaling	embryonic lung cultures	cyclopamine treatment	dysregulated	24617895
174	Mouse	mmu-miR-1	miRNA	statins	skeletal muscle injury	skeletal muscle cells	statins? treatment	"In cultured skeletal muscle cells, statin increased the levels of miR-1a but decreased the levels of mitogen-activated protein kinase kinase kinase 1 (MAP3K1) in a time or dose dependent manner"	33864447
175	Mouse	mmu-miR-1	miRNA	astragalus Root dry extract (ARDE)	viral myocarditis (VM)	CVB3-infected mouse heart tissues and HL-1 cells	astragalus Root dry extract (ARDE) treatment	downregulated	30097120
176	Mouse	mmu-miR-1	miRNA	coxsackievirus B3 (CVB3)	viral myocarditis (VM)	mouse heart tissues and HL-1 cells	CVB3 infection	upregulated	30097120
177	Mouse	mmu-miR-100	miRNA	H2O2	apoptosis	cardiomyocytes	H2O2 treatment	upregulated	26191255
178	Mouse	mmu-miR-100	miRNA	1-methyl-4-phenylpyridinium (MPP+)	parkinson's disease (PD)	mouse midbrain tissues	1-methyl-4-phenylpyridinium (MPP+) treatment	downregulated	31298038
179	Mouse	mmu-miR-100	miRNA	retinoic acid (RA)	cell proliferation	mouse spermatogonial stem cells (SSCs)	retinoic acid treatment	downregulated	28569396
180	Mouse	mmu-miR-100-5p	miRNA	amyloid-¦Â (A¦Â)	Alzheimer's disease (AD)	Cortexes of the brains	amyloid-¦Â (A¦Â) treatment	downregulated	26635599
181	Mouse	mmu-miR-100-5p	miRNA	influenza virus	H5N2 influenza virus infection	lung tissues	H5N2 treatment	upregulated	25266911
182	Mouse	mmu-miR-100a	miRNA	rapamycin	HIV-associated nephropathy(HIVAN)	mice renal tissues	Rapamycin treatment	downregulated	23611955
183	Mouse	mmu-miR-101	miRNA	bleomycin (BLM)	acute lung injury (ALI)	lung	bleomycin (BLM) treatment	downregulated	26402323
184	Mouse	mmu-miR-101	miRNA	celecoxib	anti-inflammatory responses	male A/J mice	"celecoxib (30 mg/kg/d, administered by gavage) treatment"	upregulated	27562754
185	Mouse	mmu-miR-101	miRNA	geniposide (GEN)	atherosclerosis (AS)	LPS-treated RAW264.7 macrophage cell line	geniposide treatment	downregulated	30630636
186	Mouse	mmu-miR-101	miRNA	geniposide (GEN)	atherosclerosis (AS)	Atherosclerosis (AS) mouse aorta tissues	geniposide treatment	downregulated	30630636
187	Mouse	mmu-miR-101	miRNA	geniposide (GEN)	atherosclerosis (AS)	high fat diet fed ApoE-/- mice aorta tissues	geniposide (GEN) treatment	downregulated	30630636
188	Mouse	mmu-miR-101	miRNA	high fat diet (HFD)	atherosclerosis (AS)	ApoE-/- mice aorta tissues	high fat diet (HFD) feed	upregulated	30630636
189	Mouse	mmu-miR-101	miRNA	high fat diet (HFD)	atherosclerosis (AS)	aorta tissues	high fat diet (HFD) feed	upregulated	30630636
190	Mouse	mmu-miR-101	miRNA	lipopolysaccharide (LPS)	atherosclerosis (AS)	RAW264.7 macrophage cell line	lipopolysaccharide (LPS) treatment	upregulated	30630636
191	Mouse	mmu-miR-101	miRNA	IL-10	colonic inflammation	colonic intraepithelial lymphocytes	IL-10 treatment	downregulated	22043014
192	Mouse	mmu-miR-101	miRNA	IL-10	epithelial-mesenchymal transition (EMT)	colonic intraepithelial lymphocytes	IL-10 treatment	upregulated	22043014
193	Mouse	mmu-miR-101	miRNA	kaempferol	fracture healing	MC3T3-E1 cells	kaempferol treatment	upregulated	30942633
194	Mouse	mmu-miR-101	miRNA	tumor necrosis factor alpha (TNF-¦Á) 	osteoarthritis (OA)	?ATDC5 cells	tumor necrosis factor alpha (TNF-¦Á) treatment	?HULC protected ATDC5 cells against TNF-¦Á-induced inflammatory injury by repression of miR-101	30981080
195	Mouse	mmu-miR-101	miRNA	phyllanthus emblica L (PEL) extract	precancerous lung lesion	male A/J mice	phyllanthus emblica L (PEL) extract treatment	upregulation	27562754
196	Mouse	mmu-miR-101	miRNA	bleomycin (BLM)	lung fibrosis	mouse lung tissues	bleomycin (BLM) treatment	downregulated in lung tissues	28726637
197	Mouse	mmu-miR-101	miRNA	salvianolic acid A (Sal A)	spinal cord injury (SCI)	RBMECs cells	Sal A treatment	upregulated	28011395
198	Mouse	mmu-miR-101-3p	miRNA	Iodine-131 (131I)	papillary thyroid cancer (PTC)	PTC tissues	131I treatment	NEAT1 suppression could inhibit 131I resistance of PTC by upregulating miR-101-3p/FN1 expression and inactivated PI3K/AKT signaling pathway both in vitro and in vivo.	30596336
199	Mouse	mmu-miR-101-3p	miRNA	oxygen	bronchopulmonary dysplasia (BPD)	lung tissues	oxygen treatment	silencing of Xist suppressed BPD development by binding to miR-101-3p and downregulating HMGB3 and the TGF-b1/Smad3 axis.	33070148
200	Mouse	mmu-miR-101-5p	miRNA	schisandrin B (Sch B)	liver fibrosis	liver tissues	Schisandrin B (Sch B) treatment	Sch B can attenuate liver fibrosis by upregulating the expression of miR-101-5p	31975615
201	Mouse	mmu-miR-101a	miRNA	lipopolysaccharide (LPS)	acute aortic dissection (AAD)	aorta	lipopolysaccharide (LPS) treatment	downregulated	32634201
202	Mouse	mmu-miR-101a	miRNA	mangiferin	endoplasmic reticulum stress (ERS)	primary mouse hepatocytes	mangiferin treatment	downregulated	32413114
203	Mouse	mmu-miR-101a	miRNA	angiotensin II (Ang II)	hypertensive nephropathy (HN)	kidney tissues	angiotensin II (Ang II) treatment	downregulated	30304543
204	Mouse	mmu-miR-101a	miRNA	dietary methyl deficiency	hepatocellular carcinoma (HCC)	the liver tissues	Dietary methyl deficiency treatment	downregulated	20436259
205	Mouse	mmu-miR-101a	miRNA	"2, 3, 7, 8-tetrachlorodibenzo-p-dioxin (TCDD)"	liver damage	mouse liver cells	"2, 3, 7, 8-tetrachlorodi-benzo-p-dioxin (TCDD) treatment"	"TCDD dysregulates the expression of miR101a and miR122 and that COX-2, a target gene of miR101a, plays a significant role in liver damage in mice exposed to TCDD."	21602190
206	Mouse	mmu-miR-101a	miRNA	IL-1¦Â	¦Â-cell dysfunction	MIN6 cells	IL-1¦Â treatment	upregulated	26367486
207	Mouse	mmu-miR-101a-3p	miRNA	hypoxia	myocardial infarction (MI)	neonatal mice cardiomyocytes (NMCMs)	hypoxia treatment	downregulated	32315985
208	Mouse	mmu-miR-101b	miRNA	oral gavage	anti-inflammatory responses	dextran sodium sulfate (DSS)-induced colitis-associated tumorigenesis Apc(Min/+) mouse	via oral gavage for 5 weeks treatment	upregulated	24817032
209	Mouse	mmu-miR-101b	miRNA	high glucose (HG)	diabetic nephropathy (DN)	mouse mesangial cells (MES13 cells)	high glucose (HG) treatment	circ_0000491 aggravates the extracellular matrix of diabetic nephropathy glomerular mesangial cells through suppressing miR-101b by targeting TGF¦ÂRI.	32901868
210	Mouse	mmu-miR-101b	miRNA	dietary methyl deficiency	hepatocellular carcinoma (HCC)	the liver tissues	Dietary methyl deficiency treatment	downregulated	20436259
211	Mouse	mmu-miR-101b	miRNA	metformin (Met)	nonalcoholic steatohepatitis (NASH)	liver tissues	metformin treatment	downregulated	25672270
212	Mouse	mmu-miR-101b	miRNA	metformin (Met)	nonalcoholic steatohepatitis (NASH)	liver tissues	metformin treatment	downregulated	25672270
213	Mouse	mmu-miR-101b	miRNA	plasmodium chabaudi malaria	peak parasitemia	liver of mice	Plasmodium chabaudi malaria infection treatment	downregulated	21085987
214	Mouse	mmu-miR-103	miRNA	tetrabromobisphenol-A (TBBPA)	adipogenesis	3T3-L1 and C3H10T1/2 cells	TBBPA treatment	upregulated	28329833
215	Mouse	mmu-miR-103	miRNA	high fat diet (HFD)	adipose inflammation	mouse adipose tissues	high fat diet (HFD) feed	Overexpressing TRAF3 attenuated miR-103-induced inflammation by accelerating mitophagy.	30623853
216	Mouse	mmu-miR-103	miRNA	adjuvant	adjuvant-induced arthritis (AIA)	cartilage	adjuvant treatment	Long noncoding RNA-GAS5 siRNA prevented cartilage destruction by inhibiting miR-103 expression.	33343265
217	Mouse	mmu-miR-103	miRNA	baicalin (BAI)	asthma	ovalbumin (OVA)-induced asthma mouse lung tissues	baicalin (BAI) treatment	miR-103 was significantly upregulated after BA treatment.	33730981
218	Mouse	mmu-miR-103	miRNA	baicalin (BAI)	asthma	mouse bronchial smooth muscle cells (SMCs)	baicalin (BAI) treatment	upregulated	33730981
219	Mouse	mmu-miR-103	miRNA	platelet derived growth factor-BB (PDGF-BB)	asthma	mouse bronchial smooth muscle cells (SMCs)	platelet derived growth factor-BB (PDGF-BB)?treatment treatment	downregulated	33730981
220	Mouse	mmu-miR-103	miRNA	high fat diet (HFD)	atherosclerosis (AS)	thoracic aorta	high fat diet (HFD) feed	upregulated	31232476
221	Mouse	mmu-miR-103	miRNA	high fat diet (HFD)	atherosclerosis (AS)	Apolipoprotein E knockout (ApoE-/- ) mice thoracic aorta tissues	?high-fat-diet (HFD)?feed treatment	upregulated	31232476
222	Mouse	mmu-miR-103	miRNA	carboxymethyllysine (CML)	diabetes mellitus (DM)	fibroblast cell line 3T3©\L1	carboxymethyllysine (CML) treatment	upregulated	27137869
223	Mouse	mmu-miR-103	miRNA	trans-pellitorine	"fatty acid synthase, fatty acid uptake"	3T3-L1 cells	trans-pellitorine	upregulated	28620299
224	Mouse	mmu-miR-103	miRNA	high fat diet (HFD)	inflammatory response	skeletal muscle of mice	high fat diet (HFD) feed	"miR-375, miR-29, miR-320, miR-103/107 and miR-126, play a crucial role in the regulation of glucose and lipid metabolism through the control of pancreatic islet cell function"	22395471
225	Mouse	mmu-miR-103	miRNA	oxygen-glucose deprivation and reoxygenation (OGD/R)	ischemic neuronal injury	murine hippocampal neurons	oxygen-glucose deprivation and reoxygenation (OGD/R) treatment	OGDR downregulated miR-103 and miR-107 to induce NKILA upregulation in neuronal cells	30007440
226	Mouse	mmu-miR-103	miRNA	apigenin	hepatocellular carcinoma (HCC)	Huh7 cells; Hep3B cells	apigenin treatment	downregulated	23989853
227	Mouse	mmu-miR-103	miRNA	resveratrol	hepatic steatosis	Sprague-Dawley rats	resveratrol (RS) treatment	downregulated	28375178
228	Mouse	mmu-miR-103	miRNA	insulin-like growth factor 1 (IGF-1)	metastatic colorectal cancer (mCRC)	mouse intestinal crypt cells	insulin-like growth factors(IGF-1) treatment	downregulated	20886090
229	Mouse	mmu-miR-103	miRNA	morphine	morphine tolerance	mouse brain	chronic morphine men treatment	upregulated	24302561
230	Mouse	mmu-miR-103	miRNA	isoprenaline	myocardial infarction (MI)	hearts of the treated mice	isoprenaline treatment	Significant inhibition of miR-103 accompanied by increased FADD expression and markedly decreased expression of the other biomarkers were observed in the hearts of the treated mice.	33577038
231	Mouse	mmu-miR-103	miRNA	high fat diet (HFD)	prenatal inflammation	ovarian tissue	high fat diet (HFD) feed	"Obese mouse ovaries had decreased Irs1, Foxo3a, Cyp2e1, MiR-103, and MiR-21"	23954404
232	Mouse	mmu-miR-103-1-5p	miRNA	apigenin	acute myocardial infarction (AMI)	mouse myocardial cells	apigenin treatment	downregulated	32515357
233	Mouse	mmu-miR-103-3p	miRNA	fenofibrate	obesity	C57BL/6J male mice visceral adipose tissue	fenofibrate treatment	upregulated	28926107
234	Mouse	mmu-miR-103a	miRNA	cyclic mechanical stretch (CMS)	osteoblast differentiation and bone formation	bone	cyclic mechanical stretch (CMS) treatment	downregulated	25195535
235	Mouse	mmu-miR-103a-3p	miRNA	bilateral surgical destabilization of the medial meniscus (DMM)	osteoarthritis (OA)	male C57BL6 mice	bilateral surgical destabilization of the medial meniscus (DMM) treatment	dysregulated	29255152
236	Mouse	mmu-miR-103a-3p	miRNA	angiotensin II (Ang II)	renal inflammation and fibrosis	Urinary and serum	angiotensin II (Ang II) treatment	upregulated	31086184
237	Mouse	mmu-miR-103a-3p	miRNA	lipopolysaccharide (LPS)	sepsis	Bone marrow-derived macrophages	lipopolysaccharide (LPS) treatment	downregulated	33333289
238	Mouse	mmu-miR-103a-3p	miRNA	lipopolysaccharide (LPS)	sepsis	bone marrow-derived macrophages	lipopolysaccharide (LPS) treatment	miR-103a-3p was decreased while HMGB1 was increased in sepsis.	33333289
239	Mouse	mmu-miR-103a-3p	miRNA	lipopolysaccharide (LPS)	sepsis-induced liver injury	liver tissues	lipopolysaccharide (LPS) treatment	miR-103a-3p was elevated in the septic liver of LPS-induced mice.	32369227
240	Mouse	mmu-miR-105	miRNA	lipopolysaccharide (LPS)	inflammation	RAW264.7 cells	lipopolysaccharide (LPS) treatment	upregulated	26639663
241	Mouse	mmu-miR-105	miRNA	chlamydia muridarum variants (C. muridarum Var001 [CmVar001] and CmVar004)	plvic inflammatory disease	mouse	two Chlamydia muridarum variants (C. muridarum Var001 [CmVar001] and CmVar004) infection	were upregulated during CmVar004 infection compared to CmVar001 infection	24961692
242	Mouse	mmu-miR-106	miRNA	thyroid hormone	brain development	mouse fetal cortex	inject TH 12 h before sacrifice on GD 16 treatment	downregulated	24436321
243	Mouse	mmu-miR-106	miRNA	bone morphogenetic protein 9 (BMP9)	osteogenesis	The conditionally immortalized mouse multipotent adipose-derived cells iMADs	bone morphogenetic protein 9 (BMP9) treatment	downregulated	31825894
244	Mouse	mmu-miR-106a	miRNA	lipopolysaccharide (LPS)	acute lung injury (ALI)	mouse lung tissues and RAW264.7 cells	lipopolysaccharides (LPS) treatment	downregulated	31595149
245	Mouse	mmu-miR-106a	miRNA	ovalbumin (OVA)	asthma	lung tissues	ovalbumin (OVA) treatment	upregulated	27418244
246	Mouse	mmu-miR-106a	miRNA	"anti-benzo[a]pyrene-trans-7,8-diol-9,10-epoxide (anti-BPDE)"	bronchial epithelial cell cancer	16HBE-T cells	"anti-benzo[a]pyrene-trans-7,8-diol-9,10-epoxide (anti-BPDE) treatment"	upregulated	19462682
247	Mouse	mmu-miR-106a	miRNA	streptozocin (STZ)	diabetic peripheral neuropathy (DPN)	mouse dorsal root ganglion (DRG)	STZ treatment	downregulated in dorsal root ganglion (DRG)	28393703
248	Mouse	mmu-miR-106a	miRNA	tumor necrosis factor alpha (TNF-¦Á) 	inflammatory bowel disease (IBD)	colon tissues	tumor necrosis factor alpha (TNF-¦Á) treatment	upregulated	30327532
249	Mouse	mmu-miR-106a	miRNA	high glucose (HG)	podocyte injury	MPC5 cells	high glucose (HG) treatment	MiR-106a was downregulated in HG-induced MPC5 podocytes.	33116706
250	Mouse	mmu-miR-106a	miRNA	isoflurane	postoperative cognitive dysfunction (POCD)	hippocampus	isoflurane treatment	upregulated	31933141
251	Mouse	mmu-miR-106a	miRNA	cecal ligation and puncture (CLP)	sepsis	whole blood	cecal ligation and puncture (CLP) treatment	upregulated	24205035
252	Mouse	mmu-miR-106a	miRNA	lipopolysaccharide (LPS)	sepsis-induced acute kidney injury	TCMK-1 cells	lipopolysaccharides (LPS) treatment	upregulated	31432993
253	Mouse	mmu-miR-106a-5p	miRNA	folic acid	Alzheimer's disease (AD)	APP/PS1 mice brains and N2a cells	Folic acid deficiency treatment	downregulated	26345540
254	Mouse	mmu-miR-106a-5p	miRNA	streptozocin (STZ)	diabetic retinopathy (DR)	retina and serum of diabetic mice	streptozotocin treatment	downregulated	30883703
