ID	Species	ncRNA	ncRNA type	Environmental factor (EF)	Phenotype	Sample	Condition of EF	Evidence	PubMed ID
159	Rat	rno-miR-101b	miRNA	TGF-¦Â1	diabetic nephropathy (DN)	rat renal mesangial cells (MCs)	Transforming growth factor-¦Â1 (TGF-¦Â) trreatment treatment	upregulated	31266808
160	Rat	rno-miR-101b	miRNA	oxygen glucose deprivation (OGD)	ischemic brain injury	Hippocampal neuronal	oxygen-glucose deprivation (OGD) treatment	upregulated	27074745
161	Rat	rno-miR-101b	miRNA	WNT family of secreted lipoglycoproteins(Wnt-5a)	Wnt-5a effect on hippocampal neurons	primary hippocampal neurons of 18-day-old Sprague-Dawley rat embryos	Wnt-5a treatment	downregulated	26895946
162	Rat	rno-miR-101b-3p	miRNA	monocrotaline (MCT)	liver sinusoidal endothelial cells (LSEC) injury	serum	monocrotaline treatment	upregulated	30019166
163	Rat	rno-miR-101b-3p	miRNA	FK506	osteogenesis	rat bone marrow stromal cells (BMSCs)	FK506 treatment	upregulated	28560399
164	Rat	rno-miR-103	miRNA	angiotensin II (Ang II)	cardiac hypertrophy	primary cultured myocardial cells from neonatal rats	angiotensin II (Ang II) treatment	downregulated	30604587
165	Rat	rno-miR-103	miRNA	6-Gingerol (6-G)	cerebral ischemia injury (CII)	PC-12 cells	6-Gingerols (6G) treatment	hypoxia administration upregulated miR-103 expression and 6G could further increase miR-103 expression in hypoxia-stimulated PC-12 cells.	31043087
166	Rat	rno-miR-103	miRNA	hypoxia	cerebral ischemia injury (CII)	rat PC-12 cells	hypoxia induce	upregulated	31043087
167	Rat	rno-miR-103	miRNA	repeated binge-EtOH exposure	ethanol addiction	dorsal and ventral hippocampus of male Wistar rats	repeated binge-EtOH exposure treatment	different regulation	24416161
168	Rat	rno-miR-103	miRNA	acetaminophen (APAP)	liver damage	plasma of rats	acetaminophen (APAP) treatment	miR-103 as suitable reference gene for plasma miRNAs analysis for acetaminophen-induced liver injury.	23558424
169	Rat	rno-miR-103	miRNA	ethanol (EtOH)	liver regeneration	rat liver tissue	Chronic Ethanol Feeding treatment	upregulated	22823254
170	Rat	rno-miR-103	miRNA	nerve growth factor (Ngf)	neurodegenerative diseases	PC12 cells	100 ng/ml Ngf treatment	different regulation	24492999
171	Rat	rno-miR-103	miRNA	high fat diet (HFD) and streptozotocin (STZ)	prediabetes state	Peripheral blood mononuclear cells (PBMCs)	high fat diet/streptozotocin (STZ) treatment	upregulated	26164754
172	Rat	rno-miR-103	miRNA	zinc oxide nanoparticles (ZnONPs) and DPP-IV inhibitor (Vildagliptin)	type 2 diabetes mellitus (T2DM)	type 2 diabetes rats	type 2 diabetes rats treatment	downregulated	27723572
173	Rat	rno-miR-103/107	miRNA	hypoxia	hypoxic pulmonary hypertension (HPH)	PASMCs	hypoxia treatment	downregulated	26827991
174	Rat	rno-miR-103a	miRNA	oxygen glucose deprivation (OGD)	cerebral ischemia injury (CII)	brain microvascular endothelial cells (BMECs)	oxygen-glucose deprivation (OGD) treatment	downregulated of microRNA-103a reduces microvascular endothelial cell injury in a rat model of cerebral ischemia by targeting AXIN2	31650542
175	Rat	rno-miR-103a	miRNA	hypoxia	cerebral ischemia injury (CII)	brain microvascular endothelial cells (BMECs)	middle cerebral artery occlusion (MCAO) induce	upregulated	31650542
176	Rat	rno-miR-103a	miRNA	lithium chloride and pilocarpine	epilepsy	hippocampus tissues of epilepsy rats	lithium chloride-pilocarpine treatment	upregulated	31049031
177	Rat	rno-miR-106a	miRNA	tamoxifen (TAM)	hepatocellular carcinoma (HCC)	rat liver	tamoxifen? treatment	upregulated	17343880
178	Rat	rno-miR-106b-5p	miRNA	lipopolysaccharide (LPS)	cardiac dysfunction	H9C2 cells	lipopolysaccharide (LPS) treatment	downregulated	33341669
179	Rat	rno-miR-106b-5p	miRNA	matrine	cardiac dysfunction	LPS-treated H9C2 cells	matrine treatment	upregulated	33341669
180	Rat	rno-miR-106b-5p	miRNA	matrine	cardiac dysfunction	H9c2 cells	Matrine treatment	upregulated	33341669
181	Rat	rno-miR-106b-5p	miRNA	pentylenetetrazol (PTZ)	epilepsy	brain tissues	pentylenetetrazol (PTZ) treatment	upregulated	32779334
182	Rat	rno-miR-106b-5p	miRNA	FK506	osteogenesis	rat bone marrow stromal cells (BMSCs)	FK506 treatment	upregulated	28560399
183	Rat	rno-miR-106b-5p	miRNA	matrine	oxidative stress	H9c2 cells	matrine treatment	Matrine modulated H2O2-induced myocardial oxidative stress repair through HOTAIR/miR-106b-5p axis via AKT and STAT3 signaling pathway.	32395744
184	Rat	rno-miR-107	miRNA	6-hydroxydopamine (6-OHDA)	Alzheimer's disease (AD)	PC12 cells	6-hydroxydopamine (6-OHDA) treatment	downregulated	31778666
185	Rat	rno-miR-107	miRNA	6-hydroxydopamine (6-OHDA)	Alzheimer's disease (AD)	PC-12 cells	6-hydroxydopamine (6-OHDA) treatment	6-OHDA suppressed miR-107 expression.	31778666
186	Rat	rno-miR-107	miRNA	osthole	Alzheimer's disease (AD)	hippocampal and cortex region of the brain	osthole treatment	upregulated	27143098
187	Rat	rno-miR-107	miRNA	ketamine	anesthesia-induced neural cytotoxicity	rat brain embryonic stem cell (ESC)-derived neurons	Ketamine treatment	upregulated	30308117
188	Rat	rno-miR-107	miRNA	"2,4,6-trinitrobenzene sulfonic acid (TNBS)"	colitis	male Wistar rats inflamed colon	"2,4,6-trinitrobenzene sulfonic acid (TNBS)/ethanol treatment"	downregulated in inflamed colon	28572713
189	Rat	rno-miR-107	miRNA	ketamine	ketamine-induced neurotoxicity	rat brain embryonic stem cell (ESC)-derived neurons	ketamine treatment	"Ketamine induced apoptosis, neurite degeneration, and upregulated miR-107 in NSC-derived neurons."	30308117
190	Rat	rno-miR-107	miRNA	ethanol (EtOH)	liver regeneration	rat liver tissue	Chronic Ethanol Feeding treatment	upregulated	22823254
191	Rat	rno-miR-107	miRNA	penetrating ballistic-like brain injury	penetrating ballistic-like brain injury (PBBI)	male Sprague-Dawley rats brain tissue	a unilateral frontal 10% PBBI treatment	upregulated in brain tissue	28452880
192	Rat	rno-miR-107	miRNA	doxorubicin (DOX)	renal interstitial fibrosis (RIF)	kidneys	doxorubicin (ADR) induction	downregulated	32606425
193	Rat	rno-miR-107	miRNA	"kangxianling (KXL, anti-fibrin)"	renal interstitial fibrosis (RIF)	kidneys	"Kangxianling (KXL, anti-fibrin) treatment"	upregulated	32606425
194	Rat	rno-miR-107-3p	miRNA	hypoxia	hypoxic/ischemic injury	Male Sprague Dawley rats	"were exposed to hypoxia (9.5-10% O2) for 1, 5, or 10 days"	upregulated	29262398
195	Rat	rno-miR-107-5p	miRNA	hypoxia	stroke	middle cerebral artery occlusion (MCAO) Sprague-Dawley rat	middle cerebral artery occlusion (MCAO) treatment	upregulated	29113076
196	Rat	rno-miR-10a	miRNA	retinoic acid receptor-¦Á (RAR¦Á)- and retinoid X receptor-¦Á (RXR¦Á)-specific agonists	atherosclerosis (AS)	inner curvature (OS region) of aortic arch in rats	retinoic acid receptor-¦Á (RAR¦Á)- and retinoid X receptor-¦Á (RXR¦Á)-specific agonists dual treatment	upregulated	29459264
197	Rat	rno-miR-10a	miRNA	angiotensin II (Ang II)	cardiac hypertrophy	neonatal rat cardiomyocytes	angiotensin II (Ang II) treatment	upregulated	28100873
198	Rat	rno-miR-10a	miRNA	streptozocin (STZ)	diabetic retinopathy (DR)	?retinas?tissues	streptozotocin (STZ) treatment	downregulated	22156553
199	Rat	rno-miR-10a	miRNA	verapamil	male fertility	testis	verapamil treatment	downregulated	32725937
200	Rat	rno-miR-10a	miRNA	naringin	renal ischemia/reperfusion (I/R) injury	IR injury rat renal tissues	naringin (NAR) treatment	downregulated	30780111
201	Rat	rno-miR-10a	miRNA	trimetazidine (TMZ)	renal ischemia/reperfusion (I/R) injury	IR injury rat renal tissues	trimetazidine (TMZ) treatment	downregulated	30780111
202	Rat	rno-miR-10a	miRNA	pegylated rat leptin antagonist (pRLA)	type 2 diabetes mellitus (T2DM)	rat muscle and liver	pegylated rat leptin antagonist (pRLA) treatment	"upregulation of rno-miR-10a at d28 and rno-miR-200a, rno-miR-409-5p, and rno-miR-125a-3p following HFD challenge"	23576026
203	Rat	rno-miR-10a	miRNA	"high concentrations of lipid and glucose, and cytokines"	vascular hyper-reactivity	VSMC	"incubat high glucose (25mmol/L) or lipid (palmitic acid 50 ¦Ì mol/L) and 200ng/ml of TNF-¦Á,IL-1¦Â and IL-6 for 24h treatment"	downregulated	25425000
204	Rat	rno-miR-10a-5p	miRNA	acarbose	diabetes mellitus (DM)	blood	acarbose? treatment	upregulated	24260283
205	Rat	rno-miR-10a-5p	miRNA	repeated binge-EtOH exposure	ethanol addiction	dorsal and ventral hippocampus of male Wistar rats	repeated binge-EtOH exposure treatment	different regulation	24416161
206	Rat	rno-miR-10a-5p	miRNA	fluorine combined with aluminum (FA)	fluorine combined with aluminum (FA)-induced developmental neurotoxicity	hippocampi	fluorine combined with aluminum (FA) treatment	upregulated	30033483
207	Rat	rno-miR-10a-5p	miRNA	hypoxia	hypoxic/ischemic injury	Male Sprague Dawley rats	"were exposed to hypoxia (9.5-10% O2) for 1, 5, or 10 days"	upregulated	29262398
208	Rat	rno-miR-10a-5p	miRNA	fluorine combined with aluminum (FA)	neurotoxicity	hippocampi in the offspring of rats	fluorine combined with aluminum (FA) exposure	upregulated	30033483
209	Rat	rno-miR-10a-5p	miRNA	steroids	osteonecrosis of femoral head (ONFH)	serum	steroid treatment	upregulated	29887962
210	Rat	rno-miR-10b	miRNA	streptozocin (STZ)	diabetic retinopathy (DR)	?retinas?tissues	streptozotocin (STZ) treatment	downregulated	22156553
211	Rat	rno-miR-10b	miRNA	formaldehyde	formaldehyde inducted immune/inflammation	rats	were exposed to formaldehyde treatment	downregulated	24304932
212	Rat	rno-miR-10b	miRNA	steroids	osteonecrosis of femoral head (ONFH)	bone marrow mesenchymal stem cells (BMSCs)	steroid treatment	upregulated	27910957
213	Rat	rno-miR-10b	miRNA	ferulic acid (FA)	oxidative stress	PC-12 cells	Ferulic Acid (FA) treatment	"miR-10b was induced by H2O2 in PC12 cells, whereas FA inhibited H2O2-induced miR-10b."	33379243
214	Rat	rno-miR-10b	miRNA	bisphenol S (BPS)	pheochromocytoma (PCC)	PC12 cells	bisphenol S (BPS) treatment	upregulated	30140998
215	Rat	rno-miR-10b	miRNA	lithium chloride and pilocarpine	status epilepticus (SE)	rat hippocampus tissues	lithium-pilocarpine treatment	downregulated	21094214
216	Rat	rno-miR-10b-5p	miRNA	amyloid-¦Â (A¦Â) 1-42	Alzheimer's disease (AD)	rat hippocampal tissues	amyloid ¦Â1-42?(A¦Â) treatment	"MiR-10b-5p was upregulated while HOXD10 was downregulated, and the Rho/ROCK signalling pathway was activated in hippocampal tissues of rats with AD."	33307856
217	Rat	rno-miR-10b-5p	miRNA	anisakis complete extract (CE)	anisakiasis	sera	anisakis complete extract (CE) treatment	"mmu-miR-1b-5p and mmu-miR-10b-5p (a cancer-related miRNA) were significantly decreased (P?<?.05) in sera from the rats inoculated with Anisakis CE, compared with control rats inoculated with saline."	30006808
218	Rat	rno-miR-10b-5p	miRNA	cadmium (Cd)	cadmium (Cd)-induced reproductive toxicity	testes	cadmium (Cd) treatment	"For the expression of miR-10b-5p, at PND 21, the expression of miR-10b-5p in the testes of the F1 rats was significantly upregulated in the 2.0 mg/kg Cd treatment group. At PND 56, the expression of miR-10b-5p was significantly increased in the 8.0 mg/kg Cd treatment group."	31654709
219	Rat	rno-miR-10b-5p	miRNA	dexamethasone (DEX)	neuronal cell injury	brain tissues	dexamethasone (Dex) treatment	downregulated	32323054
220	Rat	rno-miR-10b-5p	miRNA	hypoxia	neuronal cell injury	brain tissues	middle cerebral artery occlusion (MCAO) surgery	upregulated	32323054
221	Rat	rno-miR-10b-5p	miRNA	escitalopram	stress-induced depression	nucleus accumbens (NAc) tissues	escitalopram treatment	dysregulated	31856805
222	Rat	rno-miR-1193-3p	miRNA	TGF-¦Â1	lung fibrosis	lung fibroblasts	TGF-¦Â1 treatment	downregulated	32464548
223	Rat	rno-miR-1207-5p	miRNA	lipopolysaccharide (LPS)	steroid-induced necrosis of femoral head (SNFH)	necrotic femoral head tissue	lipopolysaccharide treatment	upregulated	31002120
224	Rat	rno-miR-1207-5p	miRNA	methylprednisolone	steroid-induced necrosis of femoral head (SNFH)	necrotic femoral head tissue	methylprednisolone treatment	upregulated	31002120
225	Rat	rno-miR-122	miRNA	ethanol (EtOH)	acute alcoholic liver injury	liver tissues	50% ethanol at 8 mL/kg treatment	upregulated	31398934
226	Rat	rno-miR-122	miRNA	portulaca oleracea extract (POE)	acute alcoholic liver injury	acute alcoholic liver injury rats liver tissues	Portulaca oleracea extract (POE) treatment	downregulated	31398934
227	Rat	rno-miR-122	miRNA	carbon tetrachloride (CCl4)	acute liver failure (ALF)	rats	CCl4 treatment	upregulated	28616908
228	Rat	rno-miR-122	miRNA	hypoxia	acute myocardial infarction (AMI)	H9c2 cells	hypoxia induce	upregulated	30458344
229	Rat	rno-miR-122	miRNA	hypoxia	acute myocardial infarction (AMI)	H9c2 cells	hypoxia induce	upregulated	30458344
230	Rat	rno-miR-122	miRNA	lycium barbarum polysaccharide (LBP)	acute myocardial infarction (AMI)	hypoxia-induced H9c2 cells	Lycium barbarum polysaccharides (LBPs) treatment	downregulated	30458344
231	Rat	rno-miR-122	miRNA	lycium barbarum polysaccharide (LBP)	acute myocardial infarction (AMI)	hypoxia-induced H9c2 cells	Lycium barbarum polysaccharides (LBPs) treatment	downregulated	30458344
232	Rat	rno-miR-122	miRNA	oxygen-glucose deprivation and reoxygenation (OGD/R)	acute myocardial infarction (AMI)	H9c2 cells	oxygen-glucose deprivation and reoxygenation (OGD/R) treatment	upregulated	31669130
233	Rat	rno-miR-122	miRNA	grape seed proanthocyanidins (GSPs)	cardiovascular disease (CVD)	healthy rats liver	chronic (3 weeks) of grape seed proanthocyanidins (GSPE) treatment	downregulated	24445039
234	Rat	rno-miR-122	miRNA	azoxymethane (AOM)	colorectal cancer (CRC)	colonic tissue of rat	azoxymethane (AOM) treatment	downregulated	23049818
235	Rat	rno-miR-122	miRNA	high-copper diet	crohn disease (CD)	serum	high-copper diet?treatment	upregulated	23125884
236	Rat	rno-miR-122	miRNA	exercise intervention	diabetes mellitus (DM)	liver tissues	exercise intervention treatment	upregulated	30318957
237	Rat	rno-miR-122	miRNA	acetaminophen (APAP)	drug-induced liver injury (DILI)	serum	acetaminophen (APAP) treatment	dysregulated	22624025
238	Rat	rno-miR-122	miRNA	dioscorea bulbifera (DB)	drug-induced liver injury (DILI)	serum	dioscorea bulbifera (DB) treatment	upregulated	22624025
239	Rat	rno-miR-122	miRNA	cafeteria diet	dyslipidemia	liver of rat	cafeteria diet feed	upregulated	23922812
240	Rat	rno-miR-122	miRNA	grape seed proanthocyandin extract (GSPE)	dysregulated fatty acid and cholesterol metabolism	rat liver cells	grape seed proanthocyanidins extracts (GSPE) treatment	downregulated	22965541
241	Rat	rno-miR-122	miRNA	TGF-¦Â	epithelial-mesenchymal transition (EMT)	rat hepatic stellate cells HSC-T6	TGF-¦Â1 treatment	miRNA-122 inhibit the activation and EMT of HSCs stimulated by TGF-¦Â1	30651793
242	Rat	rno-miR-122	miRNA	chromium (Cr)	hepatic ischemia/reperfusion injury (HIRI)	serum	Cr treatment	downregulated	28963950
243	Rat	rno-miR-122	miRNA	zinc sulfate (ZnSO4)	hepatic ischemia/reperfusion injury (HIRI)	ischemia-reperfusion (IR) injuried rats liver tissues	zinc sulfate (ZnSO4) treatment	downregulated	30014282
244	Rat	rno-miR-122	miRNA	zinc sulfate (ZnSO4)	hepatic ischemia/reperfusion injury (HIRI)	ischemia-reperfusion (IR) rats serum	zinc sulfate (ZnSO4) treatment	downregulated	30014282
245	Rat	rno-miR-122	miRNA	zinc sulfate (ZnSO4)	hepatic ischemia/reperfusion injury (HIRI)	serum	ZnSO4 treatment	downregulated	28963950
246	Rat	rno-miR-122	miRNA	silybin	hepatic steatosis	oleate/palmitate induced FaO cells	silybin treatment	upregulated	31816412
247	Rat	rno-miR-122	miRNA	¦Â-ionone (¦ÂI)	hepatocellular carcinoma (HCC)	rats hepatocyte	¦ÂI (16 mg/100 g body weight) treatment	"upregulated(miR-122 , miR-34a) ;downregulated (miR-181b , miR-708)"	27061051
248	Rat	rno-miR-122	miRNA	bisphenol A (BPA)	hepatotoxicity	Wistar rats liver	bisphenol A (BPA) treatment	upregulated in liver	28689058
249	Rat	rno-miR-122	miRNA	thioacetamide or carbon tetrachloride	hepatotoxicity	Adult male Wistar rats	thioacetamide or carbon tetrachloride treatment	downregulated	24388909
250	Rat	rno-miR-122	miRNA	dexamethasone (DEX)	hormonal regulation	adrenals?tissues	dexamethasone (DEX) treatment	downregulated	24205079
251	Rat	rno-miR-122	miRNA	estradiol-17¦Â (E2)	hormonal regulation	adrenals?tissues	estradiol-17¦Â (E2) treatment	downregulated	24205079
252	Rat	rno-miR-122	miRNA	high fat diet (HFD)	hypercholesterolemia	liver tissues of IUGR female rats exposed to a maternal HFD	high fat diet (HFD) feed	upregulated	29896121
253	Rat	rno-miR-122	miRNA	trichostatin A (TSA)	hepatocellular carcinoma (HCC)	rat primary hepatocytes	Trichostatin A (TSA)treatment treatment	"miR-122, miR-143 and miR-379 could be related to the inhibitory effects of TSA on hepatocellular proliferation"	21513791
254	Rat	rno-miR-122	miRNA	silymarin (Sm)	liver damage	thioacetamide (TAA) treated rat Blood and liver tissues	silymarin (Sm) treatment	upregulated	31811641
255	Rat	rno-miR-122	miRNA	thioacetamide (TAA)	liver damage	blood and liver tissues	thioacetamide (TAA) treatment	downregulated	31811641
256	Rat	rno-miR-122	miRNA	atorvastatin	liver fibrosis	liver tissues	atorvastatin treatment	upregulated	32822719
257	Rat	rno-miR-122	miRNA	curcumin (Cur)	liver fibrosis	liver tissues	curcumin treatment	upregulated	32822717
258	Rat	rno-miR-122	miRNA	quercetin	liver fibrosis	liver tissues	quercetin treatment	upregulated	32822718
259	Rat	rno-miR-122	miRNA	TGF-¦Â1	liver fibrosis	HSC-T6 cells	TGF-¦Â1 treatment	upregulated	30651793
260	Rat	rno-miR-122	miRNA	acetaminophen (APAP) and methapyrilene (MP)	liver damage	rats pericentral and periportal regions	acetaminophen (APAP) and methapyrilene (MP) treatment	upregulated	24863736
261	Rat	rno-miR-122	miRNA	lipopolysaccharide (LPS)	liver damage	plasma	lipopolysaccharide (LPS) treatment	upregulated	31026554
262	Rat	rno-miR-122	miRNA	xian-Ling-Gu-Bao (XLGB)	liver damage	plasma	Xian-Ling-Gu-Bao (XLGB) treatment	upregulated	31026554
263	Rat	rno-miR-122	miRNA	ethanol (EtOH)	liver regeneration	rat liver tissue	Chronic Ethanol Feeding treatment	upregulated	22823254
264	Rat	rno-miR-122	miRNA	ellagic acid (EA)	breast cancer	female rat mammary tissue	ellagic acid treatment	"ellagic acid, which inhibited E2-induced mammary tumorigenesis in our previous study, reversed the dysregulation of miR-375, miR-206, miR-182, miR-122, miR-127 and miR-183 detected with E2treatment"	23791885
265	Rat	rno-miR-122	miRNA	granulocyte-colony stimulating factor (G-CSF)	neuropathic pain (NP)	dorsal root ganglia (DRGs)	Granulocyte colony-stimulating factor?treatment	upregulated	32664488
266	Rat	rno-miR-122	miRNA	high-fat high-fructose diet (HFHFD)	nonalcoholic fatty liver disease (NAFLD)	liver tissues	high-fat high-fructose diet (HFHFD) feed	downregulated	30318957
