ID	Species	ncRNA	ncRNA type	Environmental factor (EF)	Phenotype	Sample	Condition of EF	Evidence	PubMed ID
133	Human	BC200	lncRNA	cisplatin (DDP)	non-small cell lung cancer (NSCLC)	H1299/DDP cells	cisplatin treatment	the IC50 in H1299/DDP cells transfected with si-BC200 was lower than in those transfected with si-NC.	30779077
134	Human	BC200	lncRNA	carboplatin (CBP)	ovarian cancer (OC)	SKOV3 and A2780 ovarian cancer cells	carboplatin (CBP) treatment	"it was observed that carboplatin induced BC200 expression in the cell lines, and that the inhibition of BC200 decreased the sensitivity of the cells to the drug"	26893717
135	Human	BCAR42	lncRNA	Yes-associated protein (YAP)	breast cancer	"human breast cancer cell lines MDA©\MB©\231, MDA©\MB©\468, and human embryonic kidney cell line HEK293T"	YAP treatment	upregulated	28963395
136	Human	BDLNR	lncRNA	baicalin (BAI)	cervical cancer (CC)	HeLa cells; SiHa cells	baicalin (BAI) treatment	BDLNR is downregulated by baicalein in a dose- and time-dependent manner in cervical cancer.	29175387
137	Human	BDLNR	lncRNA	baicalin (BAI)	cervical cancer (CC)	"HeLa, SiHa, ME-180 cells"	baicalin (BAI) treatment	upregulated	291753872
138	Human	BDNF-AS	lncRNA	high glucose (HG)	diabetic retinopathy (DR)	human retinal pigment epithelial (RPE) cells	50 mM D-glucose	upregulated	28657668
139	Human	BDNF-AS	lncRNA	high glucose (HG)	diabetic retinopathy (DR)	ARPE-19 cells	high glucose (HG) treatment	"With treatment of 50?mM D-glucose, BDNF was markedly downregulated whereas BDNF-AS upregulated in ARPE-19 cells."	28657668
140	Human	BDNF-AS	lncRNA	1-methyl-4-phenylpyridinium (MPP+)	parkinson's disease (PD)	SH-SY5Y cells	1-methyl-4-phenylpyridinium (MPP+) treatment	upregulated	32057951
141	Human	BDNF-AS	lncRNA	lithium (Li)	spinal cord injury (SCI)	SH-SY5Y cells	lithium treatment	Lithium treatment rescued the upregulation of BDNF-AS expression and downregulated of miR-9-5p expression induced by H2O2 in SH-SY5Y cells.	33464390
142	Human	BFAL1	lncRNA	enterotoxigenic bacteroides fragilis (ETBF)	colorectal cancer (CRC)	HCT-116 and DLD-1 cells	Enterotoxigenic Bacteroides fragilis (ETBF) infection	upregulated	31515468
143	Human	BLACAT1	lncRNA	ketamine	anesthesia-induced neural cytotoxicity	human induced pluripotent stem cells (hiPSCs)-derived neurons	"HiPSC-derived neurons were incubated with ketamine (MilliporeSigma, Shanghai, China) at various concentrations of 0, 0.001, 0.01, 0.1, 0.5, 1, 2 and 5 mM for 24 h."	"ketamine induced neuronal apoptosis, neurite degeneration, and upregulated BLACAT1 gene expression. Inversely, lentiviral-induced BLACAT1 downregulated rescued ketamine-induced neural cytotoxicity in hiPSCs-derived neurons. In addition, BLACAT1 downregulated was demonstrated to prevent ketamine-induced mitochondrial dysregulations by suppressing ROS and caspase 3/7 activities in hiPSCs-derived neurons."	31622594
144	Human	BLACAT1	lncRNA	radiation	head and neck squamous cell carcinoma (HNSCC)	SCC25 cell; FaDu cells	radiation treatment	BLACAT1 knockdown enhanced radioresistance of HNSCC cells via regulating PSEN1	31944856
145	Human	BLACAT1	lncRNA	afatinib	non-small cell lung cancer (NSCLC)	NSCLC cell lines Calu3 and H1975	afatinib treatment	BLACAT1 was upregulated in afatinib-resistant NSCLC cells.	31359792
146	Human	Blnc1	lncRNA	high glucose (HG)	diabetic nephropathy (DN)	HK2 cells	high glucose (HG) treatment	upregulated	31632538
147	Human	BMP5	lncRNA	oestrogen (E2)	phallus development	urethral epithelium of male phalluses	oestrogen (E2) treatment	Lnc-ZBTB16 was downregulated by oestrogen treatment in male phalluses at day 50 post-partum (pp).	30598023
148	Human	C0100223	lncRNA	estrogen (ES)	epithelial ovarian cancer (EOC)	E2 receptor (ER) ¦Á-positive EOC cells	Estrogen (E2) treatment	dysregulated	24481591
149	Human	C2dat1	lncRNA	platelet derived growth factor-BB (PDGF-BB)	atherosclerosis (AS)	vascular smooth muscle cells (VSMCs)	platelet-derived growth factor (PDGF)-BB treatment	C2dat1 was higher in coronary artery disease (CAD) tissues than in normal arterial tissues and the C2dat1 expression level was upregulated in the proliferating VSMC after being treated with PDGF-bb	30474870
150	Human	C2dat1	lncRNA	tumor necrosis factor alpha (TNF-¦Á) 	atherosclerosis (AS)	vascular smooth muscle cells (VSMCs)	tumor necrosis factor alpha (TNF-¦Á) treatment	C2dat1 was higher in coronary artery disease (CAD) tissues than in normal arterial tissues and the C2dat1 expression level was upregulated in the proliferating VSMC after being treated with TNF-¦Á	30474870
151	Human	C3orf67-AS1	lncRNA	"5-Aza-2'-deoxycytidine (5-Aza-dC, decitabine)"	breast cancer	Ginsenoside Rh2-treated MCF-7 cancer cells	"5-Aza-2'-deoxycytidine (5-Aza-dC, decitabine) treatment"	upregulated	31645124
152	Human	C3orf67-AS1	lncRNA	ginsenoside Rh2	breast cancer	MCF-7 cancer cells	Ginsenoside Rh2 treatment	downregulated	31645124
153	Human	C5orf66-AS1	lncRNA	"5-Aza-2'-deoxycytidine (5-Aza-dC, decitabine)"	gastric cancer (GC)	"gastric cardia adenocarcinoma (GCA) cell lines MGC-803, BGC-823, HGC-27, SGC-7901, NCI-N87"	"5-Aza-2'-deoxycytidine (5-Aza-dC, decitabine) treatment"	upregulated	29566283
154	Human	C7orf30-2	lncRNA	IFN-¦Ã and TNF-¦Á	atopic dermatitis (AD)	human keratinocytes (HaCaT cells)	IFN-¦Ã/TNF-¦Á treatment	upregulated	31181406
155	Human	C7orf30-2	lncRNA	quercetin	atopic dermatitis (AD)	IFN-¦Ã/TNF-¦Á-treated human keratinocytes (HaCaT cells)	Quercetin (Que) treatment	downregulated	31181406
156	Human	CA7-4	lncRNA	high glucose (HG)	autophagy	human umbilical vein endothelial cells (HUVECs)	high glucose treatment	LncRNA CA7-4 that was induced by a high concentration of glucose. LncRNA CA7-4 facilitated endothelial autophagy and apoptosis as a competing endogenous RNA (ceRNA) by decoying miR877-3p and miR5680.	30957640
157	Human	CA7-4	lncRNA	3-benzyl-5-([2-nitrophenoxy] methyl)-dihydrofuran-2(3H)-one (3BDO)	vascular endothelial cells (VECs) autophagy and apoptosis	human vascular endothelial cells (VECs)	3-benzyl-5-([2-nitrophenoxy] methyl)-dihydrofuran-2(3H)-one (3BDO) treatment	3BDO restrained the upregulation of CA7-4 induced by high glucose in VECs.	30957640
158	Human	CAIF	lncRNA	lipopolysaccharide (LPS)	osteoarthritis (OA)	human CHON-001 cells	lipopolysaccharide (LPS) treatment	"CAIF overexpression inhibited the apoptosis of CHON-001 cells under LPS treatment, while miR-1246 overexpression attenuated the effects of CAIF overexpression."	31653823
159	Human	CASC15	lncRNA	high glucose (HG)	diabetic nephropathy (DN)	CIHP-1 cells	high glucose (HG) treatment	CASC15 is upregulated in DCRF patients and promotes the apoptosis of podocytes by sponging miR-34c.	32053576
160	Human	CASC15	lncRNA	hypoxia	non-small cell lung cancer (NSCLC)	"NSCLC cell lines (A549, H1299, H1650, H1975, H520)"	hypoxia treatment	?Further analysis showed that hypoxia-induced CASC15 transactivation was mainly dependent on hypoxia-inducible factor 1¦Á (HIF-1¦Á) and hypoxia response elements (HREs) located in CASC15 promoter.	33407675
161	Human	CASC2	lncRNA	lipopolysaccharide (LPS)	acute kidney injury (AKI)	HK-2 cells	lipopolysaccharide (LPS) treatment	downregulated	32323747
162	Human	CASC2	lncRNA	lipopolysaccharide (LPS)	acute lung injury (ALI)	A549 cells	lipopolysaccharide (LPS) treatment	downregulated	29492259
163	Human	CASC2	lncRNA	paclitaxel (PTX)	breast cancer	MCF-7 cells and MDA-MB-231 cells	paclitaxel (PTX) treatment	upregulated	31352515
164	Human	CASC2	lncRNA	berberine (BBR)	colorectal cancer (CRC)	The human colorectal cancer cell lines HT29 and HCT116	berberine (BBR) treatment	"LncRNA CASC2 was upregulated in cells treated with berberine, and knockdown of lncRNA CASC2 reversed the berberine-induced apoptosis."	30681073
165	Human	CASC2	lncRNA	berberine (BBR)	colorectal cancer (CRC)	"Five human CRC cell lines (HT-29, HCT116, SW480, SW620 and LoVo)"	berberine (BBR) treatment	lncRNA CASC2 was upregulated by berberine treatment	31173223
166	Human	CASC2	lncRNA	high glucose (HG)	diabetic nephropathy (DN)	human mesangial cells (HMCs)	high glucose (HG) treatment	"CASC2 upregulation suppressed HG-induced proliferation, ECM accumulation and oxidative stress of HMCs through miR-133b /FOXP1 regulatory axis."	32016985
167	Human	CASC2	lncRNA	high glucose (HG)	diabetic nephropathy (DN)	human renal mesangial cells (HRMCs)	high glucose (HG) treatment	"CASC2 could alleviate the degree and process of apoptosis, inflammation, and fibrosis in diabetic nephropathic models by regulating the miR-144/SOCS2 axis."	33227790
168	Human	CASC2	lncRNA	sanguinarine	epithelial ovarian cancer (EOC)	SKOV3 cells	sanguinarine treatment	upregulated	29571014
169	Human	CASC2	lncRNA	cisplatin (DDP)	gastric cancer (GC)	BGC823 cells; SGC7901 cells	cisplatin treatment	downregulated	30372881
170	Human	CASC2	lncRNA	temozolomide (TMZ)	glioblastoma multiforme (GBM)	U257 cells; U87 cells	temozolomide (TMZ) treatment	downregulated	29136760
171	Human	CASC2	lncRNA	iodine-131 (131I)	papillary thyroid cancer (PTC)	TPC-1 cells; IHH-4 cells	Radioiodine (131I) treatment	CASC2 increases 131I sensitivity in PTC by sponging miR-155	33134385
172	Human	CASC2	lncRNA	hypoxia	pulmonary arterial hypertension (PAH)	human pulmonary artery smooth muscle cells (HPASMCs)	hypoxia treatment	CASC2 attenuated hypoxia-induced PASMC proliferation and migration by regulating the miR-222/ING5 axis to prevent vascular remodeling and the development of PAH.	32206065
173	Human	CASC7	lncRNA	corticosteroid	corticosteroid resistance	Airway smooth muscle cells (ASMCs)	corticosteroid treatment	CASC7 increased corticosteroid sensitivity by inhibiting the PI3K/AKT signaling pathway via targeting miR-21.	31412983
174	Human	CASC7	lncRNA	dexamethasone (DEX)	corticosteroid resistance	Airway smooth muscle cells (ASMCs)	dexamethasone (DEX) treatment	Overexpression of CASC7 suppressed the PI3K/AKT signaling pathway and promoted the inhibition effects of dexamethasone on cell proliferation and cytokines secretion via targeting miR-21.	31412983
175	Human	CASC7	lncRNA	NaSH	spinal cord ischemia/reperfusion injury (SCII)	SH5Y-SY cells	NaSH treatment	NaSH preprocessing upregulated CasC7 and downregulated miR-30c in OGD/R-induced SH5Y-SY cells.	29571256
176	Human	CASC9	lncRNA	lipopolysaccharide (LPS)	lung injury	human small airway epithelial cells (HSAECs)	Lipopolysaccharide (LPS) treatment	CASC9 protects lung epithelial cells from sepsis-induced injury via regulating miR-195-5p/PDK4 axis.	32221619
177	Human	CASC9	lncRNA	hypoxia	pancreatic cancer (PC)	"human pancreatic cancer cell lines (SW1990, PANC-1, BxPC-3, and MiaPaCa-2)"	hypoxia treatment	"Additionally, our findings showed that hypoxia induced the expression of CASC9 and enhanced the binding of HIF-1¦Á to its promoter."	33520364
178	Human	CCAT1	lncRNA	lipopolysaccharide (LPS)	acute kidney injury (AKI)	HK-2 cells	lipopolysaccharide (LPS) treatment	LPS administration reduced CCAT1 in tubular epithelial cells in vitro.	32243922
179	Human	CCAT1	lncRNA	radiation	breast cancer	MCF-7 cells; MDA-MB-231 cells	radiation treatment	Radiation treatment triggered a significant increase in CCAT1 and an obvious decrease in miR-148b	29024383
180	Human	CCAT1	lncRNA	X-rays	breast cancer	human breast cancer cell lines MCF-7 and MDA-MB-231	radiation treatment	upregulated	29024383
181	Human	CCAT1	lncRNA	cisplatin (DDP)	cisplatin (DDP) resistance	A2780; SKOV3	cisplatin treatment	CCAT1/miR-454/survivin axis conferred cisplatin resistance in ovarian cancer cells.	32124583
182	Human	CCAT1	lncRNA	5-fluorouracil (5-Fu)	colorectal cancer (CRC)	"HCT 116, SW1417, HT-29, and KM12 cell lines and NCM460 cell line"	5-fluorouracil (5-FU) treatment	the expression levels of CCAT1 were high in HCT 116/5-FU and HT-29/5-FU cell lines	31039730
183	Human	CCAT1	lncRNA	dandelion	gastric cancer (GC)	human GC cells	dandelion treatment	downregulated	28724210
184	Human	CCAT1	lncRNA	solasonine (SS)	hepatocellular carcinoma (HCC)	"HepG2 cells, QGY-7703 cells"	Solasonine (SS) treatment	downregulated	31681610
185	Human	CCAT1	lncRNA	lipopolysaccharide (LPS)	inflammation	skin keratinocyte HaCaT cells	lipopolysaccharide (LPS) treatment	upregulated	31356903
186	Human	CCAT1	lncRNA	Sinomenine (SIN)	inflammation	skin keratinocyte HaCaT cells	sinomenine treatment	downregulated	31356903
187	Human	CCAT1	lncRNA	tumor necrosis factor alpha (TNF-¦Á) 	inflammatory bowel disease (IBD)	Human colorectal cancer cell line Caco-2	tumor necrosis factor alpha (TNF-¦Á) treatment	upregulated	30615124
188	Human	CCAT1	lncRNA	dexmedetomidine (DEX)	ischemia/reperfusion (I/R) injury	HL7702 cells	dexamethasone (DEX) treatment	Dex partially reversed the OGD-inhibited expression of lncRNA CCAT1.	29851220
189	Human	CCAT1	lncRNA	cigarette smoke extract (CSE)	lung cancer	human bronchial epithelial (HBE) cell	cigarette smoke extract (CSE) treatment	upregulated	28184029
190	Human	CCAT1	lncRNA	baicalin (BAI)	melanoma	A375 and SK-MEL-28 cells	baicalin (BAI) treatment	downregulated	31778440
191	Human	CCAT1	lncRNA	oleic acid (OA)	nonalcoholic fatty liver disease (NAFLD)	L02 cells	oleic acid (OA) treatment	"CCAT1 increases LXR¦Á transcription by serving as a competing endogenous RNA for miR-613 in an LXRE-dependent manner, thereby promoting lipid droplet formation and NAFLD."	32413192
192	Human	CCAT1	lncRNA	hyperoside	non-small cell lung cancer (NSCLC)	H1975 cells	hyperoside treatment	downregulated	31894285
193	Human	CCAT1	lncRNA	hyperoside	non-small cell lung cancer (NSCLC)	The adenocarcinoma lung cancer cell line PC-9 and the T790M-positive NSCLC cell line NCI-H1975	Hyperoside treatment	downregulated	31894285
194	Human	CCAT1	lncRNA	paclitaxel (PTX)	paclitaxel (PTX) resistance	PC3-TXR cells; DU145-TXR cells	Paclitaxel (PTX) treatment	Knockdown of lncRNA CCAT1 enhances sensitivity of paclitaxel in prostate cancer via regulating miR-24-3p and FSCN1	32089062
195	Human	CCAT2	lncRNA	X-rays	esophageal cancer (EC)	TE-3 cells; ECA109 cells	X-ray radiation treatment	lncRNA CCAT2 promotes radiotherapy resistance for human esophageal carcinoma cells via the miR-145/p70S6K1 and p53 pathway	31789385
196	Human	CCAT2	lncRNA	calcitriol	ovarian cancer (OC)	SKOV3 cells; A2780 cells	calcitriol treatment	calcitriol inhibited CCAT2 expression in ovarian cancer cells.	32230936
197	Human	CCDC26	lncRNA	imatinib	gastrointestinal stromal tumor (GIST)	GIST-882 cells; GIST- T1 cells	imatinib treatment	downregulated	29423012
198	Human	CCNB1IP1-1:2	lncRNA	nigericin	pancreatic cancer (PC)	PANC-5 cells	nigericin treatment	upregulated	32850392
199	Human	Ccnd1	lncRNA	polyunsaturated fatty acids (PUFAs)	glioblastoma multiforme (GBM)	Glioblastoma cells (U373; GBM2;GBM5)	polyunsaturated fatty acids (PUFAs) treatment	downregulated	21961478
200	Human	CD160	lncRNA	hepatitis B virus (HBV)	hepatitis B virus (HBV) infection	CD8+ T cells	hepatitis B virus (HBV) infection	lncRNA-CD160 is positively associated with CD160 in CD8+ T cells with HBV infection.	32565950
201	Human	CD1D-2:1	lncRNA	melanin	melanoma	Primary melanocytes	melanin treatment	upregulated	26596215
202	Human	CDKN2B-AS	lncRNA	gemcitabine (GEM)	gemcitabine sensitivity	T24 cells	gemcitabine treatment	The expression of CDKN2B-AS gene in Gemcitabine-resistant T24/Gem cells was much higher than that in T24 cells.	29937935
203	Human	CDKN2B-AS1	lncRNA	IL-1¦Â	crohn disease (CD)	Caco-2 cells	IL-1¦Â treatment	downregulated	29361088
204	Human	CDKN2B-AS1	lncRNA	high glucose (HG)	diabetic nephropathy (DN)	Human glomerular mesangial cells (HGMC)	high glucose (HG) treatment	"Knockdown of CDKN2B-AS1 suppressed proliferation, ECM accumulation and PI3K/AKT signaling by increasing miR-424-5p and decreasing HMGA2 in high glucose-treated HMGC cells."	31707340
205	Human	CDKN2B-AS1	lncRNA	high glucose (HG)	diabetic nephropathy (DN)	Human glomerular mesangial cells (HGMC)	high glucose (HG) treatment	upregulated	31707340
206	Human	CDKN2B-AS1	lncRNA	high glucose (HG)	diabetic nephropathy (DN)	human mesangial cells (HMCs)	high glucose (HG) treatment	Long non-coding RNA CDKN2B-AS1 regulates high glucose-induced human mesangial cell injury via regulating the miR-15b-5p/WNT2B axis	33298110
207	Human	CDKN2B-AS1	lncRNA	¦Â-Elemene	esophageal squamous cell carcinoma (ESCC)		¦Â-Elemene treatment	The chemotherapeutic drug ¦Â-elemene suppressed the proliferation of esophageal carcinoma ECA-109 cells by regulating the inhibition of hTERT expression by lncRNA CDKN2B-AS1	25646744
208	Human	CDKN2B-AS1	lncRNA	human papilloma virus (HPV)	head and neck squamous cell carcinoma (HNSCC)	primary tumors resected from HNSCC patients	human papillomavirus (HPV) infection	upregulated	32998396
209	Human	CERNA1	lncRNA	"annexin A7 inhibitor, ABO (6-amino-2,3-dihydro-3-hydroxymethyl-1,4-benzoxazine)"	endothelial dysfunction	human umbilical vein endothelial cells (HUVECs)	"annexin A7 inhibitor, ABO (6-amino-2,3-dihydro-3-hydroxymethyl-1,4-benzoxazine) treatment"	upregulated	30911960
210	Human	CETP-3	lncRNA	medroxyprogesterone acetate (MPA)	endometrial cancer (EC)	Ishikawa cells (PRB+)	medroxyprogesterone acetate (MPA) treatment	upregulated	31718641
211	Human	CF129	lncRNA	hypoxia	pancreatic cancer (PC)	The PANC-1 and BxPC-3 cell lines	hypoxia induce	downregulated	31367258
212	Human	CHCHD4P4	lncRNA	glyoxylate	kidney damage and kidney stones	HK-2 cells	glyoxylate	upregulated	29160413
213	Human	CHRF	lncRNA	TGF-¦Â1	idiopathic pulmonary fibrosis (IPF)	A549 cells	TGF-¦Â1 treatment	CHRF and L1CAM expression were significantly upregulated and promoted the EMT process in A549 after treatment of TGF-¦Â1	33754922
214	Human	CHRF	lncRNA	cisplatin (DDP)	ovarian cancer (OC)	ES2 cells	cisplatin treatment	upregulated	32901049
215	Human	CILinc02	lncRNA	ibuprofen	osteoarthritis (OA)	cartilage tissues of osteoarthritis	Ibuprofen treatment	downregulated	30548658
216	Human	CILinc02	lncRNA	methylene blue (MB)	osteoarthritis (OA)	cartilage tissues of osteoarthritis	methylene blue treatment	downregulated	30548658
217	Human	CLDN10-AS1	lncRNA	oxidized low density lipoprotein (ox-LDL)	atherosclerosis (AS)	human umbilical vein endothelial cells (HUVECs)	oxidized low-density lipoprotein (ox-LDL) treatment	upregulated	28316063
218	Human	CMPK2	lncRNA	IFN-¦Á	chronic hepatitis C virus (HCV) infection	primary human hepatocytes	IFN-¦Á treatment	upregulation	25122750
219	Human	COX2	lncRNA	polyunsaturated fatty acids (PUFAs)	glioblastoma multiforme (GBM)	Glioblastoma cells (U373; GBM2;GBM5)	polyunsaturated fatty acids (PUFAs) treatment	downregulated	21961478
220	Human	COX2	lncRNA	hypoxia	pulmonary arterial hypertension (PAH)	human pulmonary arterial smooth muscle cells (PASMCs)	hypoxia exposure	lincRNA-COX2 expression was upregulated in hypoxic PASMCs.	32803651
